X_numpy,opp1 hands,opp2 hands,opp3 hands,opp1_waiting_yes,opp1_waiting_no,opp2_waiting_yes,opp2_waiting_no,opp3_waiting_yes,opp3_waiting_no,effect1,effect2,effect3
train16879,,,,1,0,0,1,0,1,,,
train16880,,,,0,1,1,0,1,0,,,
train16881,,,,0,1,1,0,1,0,,,
train16882,,,,0,1,1,0,1,0,,,
train16883,,,,0,1,1,0,1,0,,,
train16884,,,,1,0,1,0,1,0,,,
train16885,,,,1,0,1,0,1,0,,,
train16886,,,,1,0,1,0,1,0,,,
train16887,,,,1,0,1,0,1,0,,,
train16888,,,,0,1,0,1,0,1,,,
train16889,,,,0,1,0,1,0,1,,,
train16890,,,,0,1,1,0,0,1,,,
train16891,,,,0,1,1,0,0,1,,,
train16892,,,,0,1,0,1,0,1,,,
train16893,,,,0,1,0,1,0,1,,,
train16894,,,,0,1,0,1,1,0,,,
train16895,,,,0,1,0,1,1,0,,,
train16896,,,,0,1,0,1,0,1,,,
train16897,,,,0,1,0,1,0,1,,,
train16898,,,,1,0,1,0,0,1,,,
train16899,,,,1,0,1,0,1,0,,,
train16900,,,,0,1,1,0,0,1,,,
train16901,,,,0,1,1,0,1,0,,,
train16902,,,,0,1,1,0,1,0,,,
train16903,,,,0,1,1,0,1,0,,,
train16904,,,,0,1,0,1,0,1,,,
train16905,,,,0,1,0,1,0,1,,,
train16906,,,,1,0,0,1,0,1,,,
train16907,,,,1,0,0,1,0,1,,,
train16908,,,,0,1,0,1,0,1,,,
train16909,,,,0,1,0,1,0,1,,,
train16910,,,,0,1,0,1,0,1,,,
train16911,,,,0,1,1,0,0,1,,,
train16912,,,,0,1,0,1,0,1,,,
train16913,,,,0,1,0,1,0,1,,,
train16914,,,,0,1,0,1,1,0,,,
train16915,,,,0,1,0,1,1,0,,,
train16916,,,,1,0,0,1,0,1,,,
train16917,,,,1,0,0,1,0,1,,,
train16918,,,,1,0,0,1,1,0,,,
train16919,,,,1,0,0,1,1,0,,,
train16920,,,,0,1,0,1,0,1,,,
train16921,,,,0,1,0,1,0,1,,,
train16922,,,,0,1,0,1,0,1,,,
train16923,,,,0,1,0,1,0,1,,,
train16924,,,,0,1,0,1,0,1,,,
train16925,,,,0,1,0,1,0,1,,,
train16926,,,,1,0,0,1,0,1,,,
train16927,,,,1,0,0,1,0,1,,,
train16928,,,,0,1,0,1,0,1,,,
train16929,,,,0,1,0,1,0,1,,,
train16930,,,,0,1,0,1,0,1,,,
train16931,,,,0,1,0,1,0,1,,,
train16932,,,,0,1,0,1,0,1,,,
train16933,,,,0,1,0,1,0,1,,,
train16934,,,,0,1,0,1,0,1,,,
train16935,,,,0,1,0,1,1,0,,,
train16936,,,,0,1,1,0,1,0,,,
train16937,,,,0,1,1,0,1,0,,,
train16938,,,,0,1,1,0,1,0,,,
train16939,,,,0,1,1,0,0,1,,,
train16940,,,,1,0,1,0,0,1,,,
train16941,,,,1,0,1,0,0,1,,,
train16942,,,,1,0,1,0,0,1,,,
train16943,,,,1,0,0,1,1,0,,,
train16944,,,,1,0,0,1,0,1,,,
train16945,,,,1,0,0,1,0,1,,,
train16946,,,,1,0,0,1,0,1,,,
train16947,,,,1,0,0,1,0,1,,,
train16948,,,,0,1,0,1,0,1,,,
train16949,,,,0,1,0,1,0,1,,,
train16950,,,,0,1,0,1,0,1,,,
train16951,,,,0,1,0,1,1,0,,,
train16952,,,,0,1,0,1,0,1,,,
train16953,,,,0,1,0,1,0,1,,,
train16954,,,,0,1,1,0,1,0,,,
train16955,,,,1,0,1,0,1,0,,,
train16956,,,,0,1,0,1,0,1,,,
train16957,,,,0,1,0,1,0,1,,,
train16958,,,,1,0,1,0,0,1,,,
train16959,,,,1,0,1,0,0,1,,,
train16960,,,,1,0,1,0,0,1,,,
train16961,,,,1,0,1,0,0,1,,,
train16962,,,,1,0,1,0,0,1,,,
train16963,,,,1,0,1,0,0,1,,,
train16964,,,,1,0,0,1,0,1,,,
train16965,,,,1,0,0,1,0,1,,,
train16966,,,,1,0,0,1,1,0,,,
train16967,,,,1,0,0,1,1,0,,,
train16968,,,,0,1,0,1,1,0,,,
train16969,,,,0,1,1,0,1,0,,,
train16970,,,,0,1,1,0,1,0,,,
train16971,,,,0,1,1,0,1,0,,,
train16972,,,,0,1,1,0,0,1,,,
train16973,,,,1,0,1,0,1,0,,,
train16974,,,,1,0,1,0,1,0,,,
train16975,,,,1,0,1,0,1,0,,,
train16976,,,,1,0,0,1,0,1,,,
train16977,,,,1,0,0,1,1,0,,,
train16978,,,,1,0,0,1,1,0,,,
train16979,,,,1,0,0,1,1,0,,,
train16980,,,,0,1,0,1,0,1,,,
train16981,,,,0,1,0,1,0,1,,,
train16982,,,,0,1,1,0,0,1,,,
train16983,,,,0,1,1,0,0,1,,,
train16984,,,,0,1,0,1,1,0,,,
train16985,,,,0,1,0,1,1,0,,,
train16986,,,,0,1,0,1,1,0,,,
train16987,,,,0,1,0,1,1,0,,,
train16988,,,,0,1,1,0,0,1,,,
train16989,,,,0,1,1,0,0,1,,,
train16990,,,,0,1,1,0,0,1,,,
train16991,,,,0,1,1,0,0,1,,,
train16992,,,,1,0,1,0,1,0,,,
train16993,,,,1,0,1,0,1,0,,,
train16994,,,,1,0,1,0,1,0,,,
train16995,,,,1,0,1,0,1,0,,,
train16996,,,,1,0,1,0,1,0,,,
train16997,,,,1,0,1,0,1,0,,,
train16998,,,,1,0,1,0,1,0,,,
train16999,,,,1,0,1,0,1,0,,,
train17000,,,,1,0,1,0,1,0,,,
train17001,,,,1,0,1,0,1,0,,,
train17002,,,,1,0,1,0,1,0,,,
train17003,,,,1,0,1,0,1,0,,,
train17004,,,,1,0,1,0,1,0,,,
train17005,,,,1,0,1,0,1,0,,,
train17006,,,,1,0,1,0,1,0,,,
train17007,,,,1,0,1,0,1,0,,,
train17008,,,,0,1,0,1,0,1,,,
train17009,,,,0,1,0,1,0,1,,,
train17010,,,,0,1,1,0,0,1,,,
train17011,,,,1,0,1,0,1,0,,,
train17012,,,,0,1,0,1,0,1,,,
train17013,,,,1,0,0,1,1,0,,,
train17014,,,,1,0,0,1,1,0,,,
train17015,,,,1,0,1,0,1,0,,,
train17016,,,,0,1,1,0,0,1,,,
train17017,,,,0,1,1,0,0,1,,,
train17018,,,,0,1,1,0,0,1,,,
train17019,,,,0,1,1,0,0,1,,,
train17020,,,,1,0,0,1,1,0,,,
train17021,,,,1,0,0,1,1,0,,,
train17022,,,,1,0,0,1,1,0,,,
train17023,,,,1,0,0,1,1,0,,,
train17024,,,,1,0,0,1,0,1,,,
train17025,,,,1,0,0,1,0,1,,,
train17026,,,,1,0,0,1,1,0,,,
train17027,,,,1,0,1,0,1,0,,,
train17028,,,,1,0,1,0,0,1,,,
train17029,,,,1,0,1,0,0,1,,,
train17030,,,,1,0,1,0,0,1,,,
train17031,,,,1,0,1,0,1,0,,,
train17032,,,,1,0,0,1,1,0,,,
train17033,,,,1,0,0,1,1,0,,,
train17034,,,,1,0,0,1,1,0,,,
train17035,,,,1,0,0,1,1,0,,,
train17036,,,,1,0,1,0,0,1,,,
train17037,,,,1,0,1,0,0,1,,,
train17038,,,,1,0,1,0,0,1,,,
train17039,,,,1,0,1,0,0,1,,,
train17040,,,,1,0,1,0,1,0,,,
train17041,,,,1,0,1,0,1,0,,,
train17042,,,,1,0,1,0,1,0,,,
train17043,,,,1,0,1,0,1,0,,,
train17044,,,,0,1,1,0,1,0,,,
train17045,,,,0,1,1,0,1,0,,,
train17046,,,,0,1,1,0,1,0,,,
train17047,,,,0,1,1,0,1,0,,,
train17048,,,,0,1,0,1,0,1,,,
train17049,,,,0,1,0,1,0,1,,,
train17050,,,,1,0,0,1,1,0,,,
train17051,,,,1,0,0,1,1,0,,,
train17052,,,,0,1,0,1,0,1,,,
train17053,,,,0,1,0,1,0,1,,,
train17054,,,,1,0,1,0,0,1,,,
train17055,,,,1,0,1,0,0,1,,,
train17056,,,,1,0,1,0,1,0,,,
train17057,,,,1,0,1,0,1,0,,,
train17058,,,,1,0,1,0,1,0,,,
train17059,,,,1,0,1,0,1,0,,,
train17060,,,,1,0,1,0,1,0,,,
train17061,,,,1,0,1,0,1,0,,,
train17062,,,,1,0,1,0,1,0,,,
train17063,,,,1,0,1,0,1,0,,,
train17064,,,,0,1,0,1,0,1,,,
train17065,,,,0,1,0,1,0,1,,,
train17066,,,,0,1,0,1,0,1,,,
train17067,,,,0,1,1,0,1,0,,,
train17068,,,,0,1,0,1,0,1,,,
train17069,,,,0,1,0,1,0,1,,,
train17070,,,,0,1,0,1,1,0,,,
train17071,,,,1,0,1,0,1,0,,,
train17072,,,,0,1,0,1,0,1,,,
train17073,,,,0,1,0,1,0,1,,,
train17074,,,,1,0,0,1,0,1,,,
train17075,,,,1,0,0,1,0,1,,,
train17076,,,,0,1,0,1,0,1,,,
train17077,,,,0,1,0,1,0,1,,,
train17078,,,,0,1,0,1,0,1,,,
train17079,,,,0,1,0,1,0,1,,,
train17080,,,,0,1,0,1,0,1,,,
train17081,,,,0,1,0,1,0,1,,,
train17082,,,,0,1,0,1,0,1,,,
train17083,,,,0,1,0,1,0,1,,,
train17084,,,,0,1,0,1,1,0,,,
train17085,,,,0,1,0,1,1,0,,,
train17086,,,,0,1,0,1,1,0,,,
train17087,,,,0,1,0,1,1,0,,,
train17088,,,,1,0,0,1,1,0,,,
train17089,,,,1,0,0,1,1,0,,,
train17090,,,,1,0,0,1,1,0,,,
train17091,,,,1,0,0,1,1,0,,,
train17092,,,,0,1,1,0,1,0,,,
train17093,,,,0,1,1,0,1,0,,,
train17094,,,,0,1,1,0,1,0,,,
train17095,,,,0,1,1,0,1,0,,,
train17096,,,,0,1,0,1,1,0,,,
train17097,,,,0,1,0,1,1,0,,,
train17098,,,,0,1,0,1,1,0,,,
train17099,,,,0,1,0,1,1,0,,,
train17100,,,,1,0,0,1,0,1,,,
train17101,,,,1,0,0,1,0,1,,,
train17102,,,,1,0,0,1,0,1,,,
train17103,,,,1,0,1,0,0,1,,,
train17104,,,,0,1,0,1,1,0,,,
train17105,,,,0,1,0,1,1,0,,,
train17106,,,,0,1,0,1,1,0,,,
train17107,,,,0,1,0,1,1,0,,,
train17108,,,,0,1,1,0,0,1,,,
train17109,,,,0,1,1,0,0,1,,,
train17110,,,,0,1,1,0,0,1,,,
train17111,,,,0,1,1,0,1,0,,,
train17112,,,,1,0,1,0,1,0,,,
train17113,,,,1,0,1,0,1,0,,,
train17114,,,,1,0,1,0,1,0,,,
train17115,,,,1,0,1,0,1,0,,,
train17116,,,,1,0,1,0,1,0,,,
train17117,,,,1,0,1,0,1,0,,,
train17118,,,,1,0,1,0,1,0,,,
train17119,,,,1,0,1,0,1,0,,,
train17120,,,,1,0,1,0,0,1,,,
train17121,,,,1,0,1,0,0,1,,,
train17122,,,,1,0,1,0,0,1,,,
train17123,,,,1,0,1,0,1,0,,,
train17124,,,,0,1,1,0,1,0,,,
train17125,,,,0,1,1,0,1,0,,,
train17126,,,,0,1,1,0,1,0,,,
train17127,,,,0,1,1,0,1,0,,,
train17128,,,,1,0,0,1,0,1,,,
train17129,,,,1,0,0,1,0,1,,,
train17130,,,,1,0,0,1,0,1,,,
train17131,,,,1,0,0,1,0,1,,,
train17132,,,,1,0,1,0,0,1,,,
train17133,,,,1,0,1,0,0,1,,,
train17134,,,,1,0,1,0,0,1,,,
train17135,,,,1,0,1,0,0,1,,,
train17136,,,,0,1,0,1,0,1,,,
train17137,,,,0,1,0,1,0,1,,,
train17138,,,,1,0,0,1,0,1,,,
train17139,,,,1,0,0,1,0,1,,,
train17140,,,,1,0,0,1,0,1,,,
train17141,,,,1,0,0,1,0,1,,,
train17142,,,,1,0,1,0,0,1,,,
train17143,,,,1,0,1,0,0,1,,,
train17144,,,,0,1,0,1,0,1,,,
train17145,,,,0,1,0,1,0,1,,,
train17146,,,,1,0,0,1,1,0,,,
train17147,,,,1,0,0,1,1,0,,,
train17148,,,,0,1,0,1,0,1,,,
train17149,,,,0,1,0,1,0,1,,,
train17150,,,,0,1,1,0,0,1,,,
train17151,,,,0,1,1,0,0,1,,,
train17152,,,,0,1,1,0,0,1,,,
train17153,,,,0,1,1,0,0,1,,,
train17154,,,,0,1,1,0,0,1,,,
train17155,,,,0,1,1,0,1,0,,,
train17156,,,,0,1,0,1,1,0,,,
train17157,,,,0,1,0,1,1,0,,,
train17158,,,,0,1,0,1,1,0,,,
train17159,,,,0,1,0,1,1,0,,,
train17160,,,,0,1,1,0,1,0,,,
train17161,,,,0,1,1,0,1,0,,,
train17162,,,,0,1,1,0,1,0,,,
train17163,,,,0,1,1,0,1,0,,,
train17164,,,,0,1,0,1,1,0,,,
train17165,,,,0,1,0,1,1,0,,,
train17166,,,,0,1,0,1,1,0,,,
train17167,,,,0,1,0,1,1,0,,,
train17168,,,,0,1,0,1,0,1,,,
train17169,,,,0,1,0,1,0,1,,,
train17170,,,,0,1,1,0,0,1,,,
train17171,,,,0,1,1,0,1,0,,,
train17172,,,,0,1,0,1,0,1,,,
train17173,,,,0,1,0,1,1,0,,,
train17174,,,,0,1,0,1,1,0,,,
train17175,,,,1,0,1,0,1,0,,,
train17176,,,,0,1,0,1,0,1,,,
train17177,,,,0,1,0,1,0,1,,,
train17178,,,,0,1,0,1,0,1,,,
train17179,,,,1,0,1,0,0,1,,,
train17180,,,,1,0,0,1,0,1,,,
train17181,,,,1,0,0,1,0,1,,,
train17182,,,,1,0,0,1,0,1,,,
train17183,,,,1,0,1,0,1,0,,,
train17184,,,,0,1,1,0,1,0,,,
train17185,,,,1,0,1,0,1,0,,,
train17186,,,,1,0,1,0,1,0,,,
train17187,,,,1,0,1,0,1,0,,,
train17188,,,,1,0,1,0,1,0,,,
train17189,,,,1,0,1,0,1,0,,,
train17190,,,,1,0,1,0,1,0,,,
train17191,,,,1,0,1,0,1,0,,,
train17192,,,,0,1,0,1,0,1,,,
train17193,,,,0,1,0,1,0,1,,,
train17194,,,,0,1,0,1,0,1,,,
train17195,,,,0,1,1,0,0,1,,,
train17196,,,,0,1,0,1,0,1,,,
train17197,,,,0,1,0,1,0,1,,,
train17198,,,,0,1,0,1,0,1,,,
train17199,,,,0,1,0,1,1,0,,,
train17200,,,,1,0,0,1,0,1,,,
train17201,,,,1,0,0,1,0,1,,,
train17202,,,,1,0,1,0,0,1,,,
train17203,,,,1,0,1,0,1,0,,,
train17204,,,,0,1,1,0,0,1,,,
train17205,,,,0,1,1,0,0,1,,,
train17206,,,,0,1,1,0,1,0,,,
train17207,,,,0,1,1,0,1,0,,,
train17208,,,,0,1,0,1,1,0,,,
train17209,,,,0,1,0,1,1,0,,,
train17210,,,,0,1,0,1,1,0,,,
train17211,,,,0,1,0,1,1,0,,,
train17212,,,,0,1,1,0,0,1,,,
train17213,,,,0,1,1,0,0,1,,,
train17214,,,,0,1,1,0,0,1,,,
train17215,,,,0,1,1,0,1,0,,,
train17216,,,,1,0,0,1,0,1,,,
train17217,,,,1,0,0,1,0,1,,,
train17218,,,,1,0,1,0,0,1,,,
train17219,,,,1,0,1,0,1,0,,,
train17220,,,,0,1,0,1,1,0,,,
train17221,,,,1,0,0,1,1,0,,,
train17222,,,,1,0,1,0,1,0,,,
train17223,,,,1,0,1,0,1,0,,,
train17224,,,,1,0,0,1,1,0,,,
train17225,,,,1,0,0,1,1,0,,,
train17226,,,,0,1,0,1,1,0,,,
train17227,,,,1,0,0,1,1,0,,,
train17228,,,,0,1,1,0,1,0,,,
train17229,,,,0,1,1,0,1,0,,,
train17230,,,,0,1,1,0,1,0,,,
train17231,,,,0,1,1,0,1,0,,,
train17232,,,,1,0,0,1,0,1,,,
train17233,,,,1,0,0,1,0,1,,,
train17234,,,,1,0,0,1,0,1,,,
train17235,,,,1,0,1,0,0,1,,,
train17236,,,,0,1,0,1,0,1,,,
train17237,,,,0,1,0,1,1,0,,,
train17238,,,,0,1,0,1,1,0,,,
train17239,,,,1,0,0,1,1,0,,,
train17240,,,,1,0,1,0,1,0,,,
train17241,,,,1,0,1,0,1,0,,,
train17242,,,,1,0,1,0,1,0,,,
train17243,,,,1,0,1,0,1,0,,,
train17244,,,,0,1,1,0,1,0,,,
train17245,,,,1,0,1,0,1,0,,,
train17246,,,,1,0,1,0,1,0,,,
train17247,,,,1,0,1,0,1,0,,,
train17248,,,,0,1,0,1,0,1,,,
train17249,,,,0,1,0,1,0,1,,,
train17250,,,,0,1,1,0,0,1,,,
train17251,,,,0,1,1,0,1,0,,,
train17252,,,,0,1,0,1,0,1,,,
train17253,,,,1,0,0,1,0,1,,,
train17254,,,,1,0,0,1,0,1,,,
train17255,,,,1,0,1,0,1,0,,,
train17256,,,,0,1,0,1,0,1,,,
train17257,,,,0,1,0,1,1,0,,,
train17258,,,,0,1,0,1,1,0,,,
train17259,,,,0,1,0,1,1,0,,,
train17260,,,,0,1,0,1,0,1,,,
train17261,,,,0,1,1,0,0,1,,,
train17262,,,,0,1,1,0,1,0,,,
train17263,,,,0,1,1,0,1,0,,,
train17264,,,,0,1,0,1,0,1,,,
train17265,,,,0,1,0,1,0,1,,,
train17266,,,,0,1,0,1,0,1,,,
train17267,,,,1,0,0,1,0,1,,,
train17268,,,,0,1,0,1,0,1,,,
train17269,,,,0,1,0,1,0,1,,,
train17270,,,,0,1,0,1,1,0,,,
train17271,,,,0,1,0,1,1,0,,,
train17272,,,,1,0,1,0,0,1,,,
train17273,,,,1,0,1,0,0,1,,,
train17274,,,,1,0,1,0,0,1,,,
train17275,,,,1,0,1,0,0,1,,,
train17276,,,,0,1,0,1,0,1,,,
train17277,,,,1,0,0,1,0,1,,,
train17278,,,,1,0,0,1,0,1,,,
train17279,,,,1,0,0,1,1,0,,,
train17280,,,,1,0,1,0,0,1,,,
train17281,,,,1,0,1,0,1,0,,,
train17282,,,,1,0,1,0,1,0,,,
train17283,,,,1,0,1,0,1,0,,,
train17284,,,,1,0,0,1,0,1,,,
train17285,,,,1,0,0,1,0,1,,,
train17286,,,,1,0,1,0,1,0,,,
train17287,,,,1,0,1,0,1,0,,,
train17288,,,,1,0,0,1,0,1,,,
train17289,,,,1,0,0,1,1,0,,,
train17290,,,,1,0,0,1,1,0,,,
train17291,,,,1,0,0,1,1,0,,,
train17292,,,,0,1,0,1,1,0,,,
train17293,,,,0,1,1,0,1,0,,,
train17294,,,,0,1,1,0,1,0,,,
train17295,,,,0,1,1,0,1,0,,,
train17296,,,,0,1,0,1,0,1,,,
train17297,,,,0,1,0,1,0,1,,,
train17298,,,,0,1,0,1,0,1,,,
train17299,,,,0,1,0,1,0,1,,,
train17300,,,,0,1,0,1,0,1,,,
train17301,,,,1,0,0,1,0,1,,,
train17302,,,,1,0,0,1,0,1,,,
train17303,,,,1,0,0,1,0,1,,,
train17304,,,,0,1,0,1,0,1,,,
train17305,,,,0,1,0,1,0,1,,,
train17306,,,,0,1,1,0,0,1,,,
train17307,,,,0,1,1,0,0,1,,,
train17308,,,,0,1,0,1,0,1,,,
train17309,,,,0,1,0,1,0,1,,,
train17310,,,,1,0,0,1,0,1,,,
train17311,,,,1,0,0,1,0,1,,,
train17312,,,,0,1,0,1,0,1,,,
train17313,,,,0,1,0,1,0,1,,,
train17314,,,,0,1,0,1,0,1,,,
train17315,,,,0,1,0,1,1,0,,,
train17316,,,,0,1,0,1,0,1,,,
train17317,,,,0,1,0,1,0,1,,,
train17318,,,,0,1,0,1,0,1,,,
train17319,,,,0,1,1,0,0,1,,,
train17320,,,,1,0,0,1,1,0,,,
train17321,,,,1,0,0,1,1,0,,,
train17322,,,,1,0,0,1,1,0,,,
train17323,,,,1,0,1,0,1,0,,,
train17324,,,,0,1,1,0,0,1,,,
train17325,,,,0,1,1,0,0,1,,,
train17326,,,,0,1,1,0,0,1,,,
train17327,,,,0,1,1,0,1,0,,,
train17328,,,,0,1,0,1,1,0,,,
train17329,,,,1,0,0,1,1,0,,,
train17330,,,,1,0,0,1,1,0,,,
train17331,,,,1,0,0,1,1,0,,,
train17332,,,,0,1,1,0,0,1,,,
train17333,,,,0,1,1,0,0,1,,,
train17334,,,,0,1,1,0,1,0,,,
train17335,,,,0,1,1,0,1,0,,,
train17336,,,,0,1,0,1,0,1,,,
train17337,,,,1,0,0,1,1,0,,,
train17338,,,,1,0,0,1,1,0,,,
train17339,,,,1,0,0,1,1,0,,,
train17340,,,,0,1,0,1,0,1,,,
train17341,,,,0,1,0,1,0,1,,,
train17342,,,,0,1,1,0,0,1,,,
train17343,,,,0,1,1,0,0,1,,,
train17344,,,,1,0,0,1,0,1,,,
train17345,,,,1,0,0,1,0,1,,,
train17346,,,,1,0,0,1,0,1,,,
train17347,,,,1,0,0,1,1,0,,,
train17348,,,,0,1,0,1,1,0,,,
train17349,,,,0,1,0,1,1,0,,,
train17350,,,,0,1,0,1,1,0,,,
train17351,,,,0,1,0,1,1,0,,,
train17352,,,,0,1,0,1,1,0,,,
train17353,,,,0,1,0,1,1,0,,,
train17354,,,,0,1,0,1,1,0,,,
train17355,,,,0,1,0,1,1,0,,,
train17356,,,,0,1,1,0,0,1,,,
train17357,,,,0,1,1,0,0,1,,,
train17358,,,,0,1,1,0,0,1,,,
train17359,,,,0,1,1,0,0,1,,,
train17360,,,,0,1,0,1,0,1,,,
train17361,,,,0,1,0,1,0,1,,,
train17362,,,,0,1,0,1,0,1,,,
train17363,,,,0,1,1,0,0,1,,,
train17364,,,,0,1,0,1,0,1,,,
train17365,,,,0,1,0,1,0,1,,,
train17366,,,,0,1,0,1,0,1,,,
train17367,,,,1,0,0,1,0,1,,,
train17368,,,,0,1,0,1,1,0,,,
train17369,,,,0,1,0,1,1,0,,,
train17370,,,,0,1,0,1,1,0,,,
train17371,,,,0,1,0,1,1,0,,,
train17372,,,,0,1,1,0,1,0,,,
train17373,,,,0,1,1,0,1,0,,,
train17374,,,,0,1,1,0,1,0,,,
train17375,,,,0,1,1,0,1,0,,,
train17376,,,,1,0,0,1,1,0,,,
train17377,,,,1,0,0,1,1,0,,,
train17378,,,,1,0,0,1,1,0,,,
train17379,,,,1,0,0,1,1,0,,,
train17380,,,,0,1,1,0,1,0,,,
train17381,,,,0,1,1,0,1,0,,,
train17382,,,,0,1,1,0,1,0,,,
train17383,,,,0,1,1,0,1,0,,,
train17384,,,,1,0,0,1,1,0,,,
train17385,,,,1,0,0,1,1,0,,,
train17386,,,,1,0,0,1,1,0,,,
train17387,,,,1,0,0,1,1,0,,,
train17388,,,,0,1,1,0,0,1,,,
train17389,,,,0,1,1,0,0,1,,,
train17390,,,,0,1,1,0,0,1,,,
train17391,,,,0,1,1,0,0,1,,,
train17392,,,,0,1,1,0,0,1,,,
train17393,,,,0,1,1,0,0,1,,,
train17394,,,,0,1,1,0,0,1,,,
train17395,,,,0,1,1,0,1,0,,,
train17396,,,,1,0,0,1,0,1,,,
train17397,,,,1,0,0,1,0,1,,,
train17398,,,,1,0,0,1,0,1,,,
train17399,,,,1,0,1,0,1,0,,,
train17400,,,,1,0,0,1,1,0,,,
train17401,,,,1,0,0,1,1,0,,,
train17402,,,,1,0,0,1,1,0,,,
train17403,,,,1,0,0,1,1,0,,,
train17404,,,,0,1,1,0,1,0,,,
train17405,,,,0,1,1,0,1,0,,,
train17406,,,,0,1,1,0,1,0,,,
train17407,,,,0,1,1,0,1,0,,,
train17408,,,,0,1,1,0,0,1,,,
train17409,,,,0,1,1,0,0,1,,,
train17410,,,,0,1,1,0,0,1,,,
train17411,,,,0,1,1,0,0,1,,,
train17412,,,,1,0,0,1,0,1,,,
train17413,,,,1,0,0,1,0,1,,,
train17414,,,,1,0,0,1,0,1,,,
train17415,,,,1,0,0,1,1,0,,,
train17416,,,,0,1,0,1,1,0,,,
train17417,,,,0,1,0,1,1,0,,,
train17418,,,,0,1,0,1,1,0,,,
train17419,,,,0,1,0,1,1,0,,,
train17420,,,,0,1,1,0,1,0,,,
train17421,,,,0,1,1,0,1,0,,,
train17422,,,,0,1,1,0,1,0,,,
train17423,,,,0,1,1,0,1,0,,,
train17424,,,,0,1,0,1,1,0,,,
train17425,,,,0,1,0,1,1,0,,,
train17426,,,,0,1,0,1,1,0,,,
train17427,,,,1,0,0,1,1,0,,,
train17428,,,,0,1,1,0,0,1,,,
train17429,,,,0,1,1,0,0,1,,,
train17430,,,,0,1,1,0,1,0,,,
train17431,,,,0,1,1,0,1,0,,,
train17432,,,,1,0,0,1,1,0,,,
train17433,,,,1,0,0,1,1,0,,,
train17434,,,,1,0,0,1,1,0,,,
train17435,,,,1,0,0,1,1,0,,,
train17436,,,,0,1,1,0,1,0,,,
train17437,,,,0,1,1,0,1,0,,,
train17438,,,,0,1,1,0,1,0,,,
train17439,,,,0,1,1,0,1,0,,,
train17440,,,,1,0,0,1,0,1,,,
train17441,,,,1,0,0,1,0,1,,,
train17442,,,,1,0,0,1,1,0,,,
train17443,,,,1,0,0,1,1,0,,,
train17444,,,,0,1,0,1,0,1,,,
train17445,,,,0,1,0,1,0,1,,,
train17446,,,,0,1,1,0,0,1,,,
train17447,,,,0,1,1,0,0,1,,,
train17448,,,,0,1,1,0,1,0,,,
train17449,,,,0,1,1,0,1,0,,,
train17450,,,,1,0,1,0,1,0,,,
train17451,,,,1,0,1,0,1,0,,,
train17452,,,,1,0,0,1,0,1,,,
train17453,,,,1,0,1,0,0,1,,,
train17454,,,,1,0,1,0,0,1,,,
train17455,,,,1,0,1,0,0,1,,,
train17456,,,,0,1,0,1,0,1,,,
train17457,,,,0,1,0,1,1,0,,,
train17458,,,,0,1,0,1,1,0,,,
train17459,,,,0,1,0,1,1,0,,,
train17460,,,,0,1,0,1,1,0,,,
train17461,,,,0,1,1,0,1,0,,,
train17462,,,,0,1,1,0,1,0,,,
train17463,,,,0,1,1,0,1,0,,,
train17464,,,,0,1,0,1,0,1,,,
train17465,,,,0,1,1,0,0,1,,,
train17466,,,,0,1,1,0,0,1,,,
train17467,,,,0,1,1,0,0,1,,,
train17468,,,,0,1,0,1,0,1,,,
train17469,,,,1,0,0,1,0,1,,,
train17470,,,,1,0,0,1,0,1,,,
train17471,,,,1,0,0,1,0,1,,,
train17472,,,,0,1,0,1,0,1,,,
train17473,,,,0,1,0,1,0,1,,,
train17474,,,,0,1,0,1,0,1,,,
train17475,,,,0,1,0,1,0,1,,,
train17476,,,,0,1,0,1,0,1,,,
train17477,,,,0,1,0,1,1,0,,,
train17478,,,,0,1,0,1,1,0,,,
train17479,,,,0,1,0,1,1,0,,,
train17480,,,,0,1,0,1,1,0,,,
train17481,,,,0,1,0,1,1,0,,,
train17482,,,,0,1,0,1,1,0,,,
train17483,,,,0,1,1,0,1,0,,,
train17484,,,,0,1,1,0,1,0,,,
train17485,,,,0,1,1,0,1,0,,,
train17486,,,,0,1,1,0,1,0,,,
train17487,,,,1,0,1,0,1,0,,,
train17488,,,,0,1,0,1,0,1,,,
train17489,,,,0,1,0,1,0,1,,,
train17490,,,,0,1,1,0,0,1,,,
train17491,,,,1,0,1,0,0,1,,,
train17492,,,,0,1,0,1,0,1,,,
train17493,,,,1,0,0,1,0,1,,,
train17494,,,,1,0,0,1,1,0,,,
train17495,,,,1,0,1,0,1,0,,,
train17496,,,,0,1,0,1,0,1,,,
train17497,,,,1,0,0,1,1,0,,,
train17498,,,,1,0,1,0,1,0,,,
train17499,,,,1,0,1,0,1,0,,,
train17500,,,,0,1,0,1,0,1,,,
train17501,,,,0,1,1,0,0,1,,,
train17502,,,,0,1,1,0,1,0,,,
train17503,,,,1,0,1,0,1,0,,,
train17504,,,,0,1,0,1,0,1,,,
train17505,,,,0,1,0,1,0,1,,,
train17506,,,,0,1,0,1,0,1,,,
train17507,,,,0,1,0,1,1,0,,,
train17508,,,,0,1,0,1,0,1,,,
train17509,,,,0,1,0,1,0,1,,,
